"glyph_id","char","status","note"
"1665","遣","confirmed","visual chart/context 先遣/派遣"
"1064","測","confirmed","visual chart/context 予測/観測"
"948","秀","confirmed","visual chart/context 優秀"
"1191","美","confirmed","visual chart/context 美しい/美人"
"1516","抱","confirmed","visual chart/context 抱えて"
"673","噂","confirmed","visual chart/context 噂/噂通り"
"810","遇","confirmed","visual chart/context 遭遇"
"913","試","confirmed","visual chart/context 試作機/試す"
"921","耳","confirmed","visual chart/context 聞く耳/お耳"
"943","収","confirmed","visual chart/context 回収/収集"
"1078","退","confirmed","visual chart/context 撤退/退避/後退"
"1261","野","confirmed","visual chart/context 野望/野郎"
"1235","忘","confirmed","visual chart/context 忘れる/忘れぬ"
"1298","礼","confirmed","visual chart/context 礼/無礼/洗礼"
"441","鬼","confirmed","visual chart/context 百鬼/メカ鬼"
"1086","単","confirmed","visual chart/context 簡単/単純"
"626","組","confirmed","visual chart/context 組み合わせ/組織"
"1401","限","confirmed","visual chart/context 刻限; duplicate slot"
"546","教","confirmed","visual chart/context 教えてやろう"
"866","告","confirmed","visual chart/context 報告/勧告"
"1096","談","confirmed","visual chart/context 冗談/会談"
"1153","突","confirmed","visual chart/context 突入/突破/突撃"
"960","初","confirmed","visual chart/context 最初/初めて"
"622","格","confirmed","visual chart/context 格闘"
"315","活","confirmed","visual chart/context 復活/活動/活発"
"623","避","confirmed","visual chart/context 回避/退避"
"1290","粒","confirmed","visual chart/context 粒子"
"722","殿","confirmed","visual chart/context 殿下"
"1271","由","confirmed","visual chart/context 理由/不自由"
"820","計","confirmed","visual chart/context 設計/計算/合計"
"1158","任","confirmed","visual chart/context 任務/任せろ"
"564","表","confirmed","visual chart/context 表示/代表"
"1074","駄","confirmed","visual chart/context 無駄"
"630","選","confirmed","visual chart/context 選択"
"757","起","confirmed","visual chart/context 起こす/起動"
"1262","役","confirmed","visual chart/context 役に立つ"
"377","形","confirmed","visual chart/context 変形/地形; duplicate slot"
"658","安","confirmed","visual chart/context 安定/安全/安心"
"808","愚","confirmed","visual chart/context 愚か"
"832","険","confirmed","visual chart/context 危険"
"752","期","confirmed","visual chart/context 期待/最期"
"556","精","confirmed","visual chart/context 精神"
"1142","答","confirmed","visual chart/context 問答/答えなさい"
"1154","届","confirmed","visual chart/context 届かない"
"852","口","confirmed","visual chart/context 大口径"
"1296","例","confirmed","visual chart/context 例の"
"1330","遠","confirmed","visual chart/context 遠距離/遠すぎる"
"644","件","confirmed","visual chart/context 条件/件/用件"
"777","去","confirmed","visual chart/context 去る/去れ"
"788","恐","confirmed","visual chart/context 恐怖/恐ろしい"
"1087","探","confirmed","visual chart/context 探す/探る"
"207",":","confirmed","visual chart/context UI colon"
"465","公","confirmed","visual chart/context 主人公/公国"
"983","冗","confirmed","visual chart/context 冗談"
"581","説","confirmed","visual chart/context 説得/説明"
"849","交","confirmed","visual chart/context 交戦/交渉/絶交"
"857","抗","confirmed","visual chart/context 抵抗"
"1054","送","confirmed","visual chart/context 送る/輸送"
"702","過","confirmed","visual chart/context 経過/過重/過ぎる"
"815","係","confirmed","visual chart/context 関係/無関係/係員"
"680","援","confirmed","visual chart/context 応援/支援/援護"
"1310","郎","confirmed","visual chart/context 野郎"
"1615","夢","confirmed","visual chart/context 悪夢/夢"
"1171","排","confirmed","visual chart/context 排除"
"893","参","confirmed","visual chart/context 参る/参加/参入"
"426","百","confirmed","visual chart/context 百鬼"
"958","准","confirmed","visual chart/context 准将"
"1144","討","confirmed","visual chart/context 討つ/討伐"
"559","経","confirmed","visual chart/context 経験値/経過"
"560","験","confirmed","visual chart/context 経験値/実験"
"561","値","confirmed","visual chart/context 経験値/基本値/価値"
"631","択","confirmed","visual chart/context 選択"
"704","画","confirmed","visual chart/context 画面/計画"
"323","空","confirmed","visual table 0:30 宇宙空間"
"325","地","confirmed","visual table 0:3 and 0:5"
"326","宇","confirmed","visual table 0:30 宇宙空間"
"327","宙","confirmed","visual table 0:30 宇宙空間"
"328","平","confirmed","visual table 0:0"
"329","原","confirmed","visual table 0:0"
"330","林","confirmed","visual table 0:2"
"331","砂","confirmed","visual table 0:3 and 0:4"
"332","漠","confirmed","visual table 0:4"
"333","荒","confirmed","visual table 0:5"
"334","被","confirmed","visual table 0:6 被爆地"
"335","爆","confirmed","visual table 0:6 被爆地 and 自爆"
"336","山","confirmed","visual table 0:7"
"337","岩","confirmed","visual table 0:8"
"338","高","confirmed","visual table 0:19"
"340","空","confirmed","visual table 0:10"
"341","斜","confirmed","visual table 0:9 斜面"
"342","面","confirmed","visual table 0:9 斜面; table 0:36 月面都市"
"343","海","confirmed","visual table 0:12"
"344","川","confirmed","visual table 0:13"
"345","湖","confirmed","visual table 0:14"
"346","沼","confirmed","visual table 0:15"
"347","深","confirmed","visual table 0:16"
"348","浅","confirmed","visual table 0:17"
"349","瀬","confirmed","visual table 0:17"
"350","橋","confirmed","visual table 0:18"
"351","層","confirmed","visual table 0:19 高層ビル"
"352","道","confirmed","visual table 0:20 道路"
"353","路","confirmed","visual table 0:20 道路"
"356","残","confirmed","visual table 0:23 残骸"
"357","骸","confirmed","visual table 0:23 残骸"
"358","基","confirmed","visual table 0:25 基地"
"359","床","confirmed","visual table 0:27 床"
"360","壁","confirmed","visual table 0:28 壁"
"386","必","confirmed","visual UI context 空きページが必要です"
"393","合","confirmed","visual table 0:83 六神合体ゴッドマーズ"
"365","間","confirmed","visual table 0:30 宇宙空間"
"366","暗","confirmed","visual table 0:31 暗礁空域"
"367","礁","confirmed","visual table 0:31 暗礁空域"
"368","域","confirmed","visual table 0:31 暗礁空域"
"369","月","confirmed","visual table 0:36 月面都市"
"370","都","confirmed","visual table 0:36 月面都市"
"371","市","confirmed","visual table 0:36 月面都市"
"415","動","confirmed","visual table 0:60 機動戦士ガンダム"
"428","戦","confirmed","visual table 0:60 機動戦士ガンダム"
"445","体","confirmed","visual table 0:83 六神合体ゴッドマーズ"
"454","新","confirmed","visual table 0:69 新機動戦記ガンダムW"
"458","闘","confirmed","visual table 0:68 機動武闘伝"
"459","超","confirmed","visual table 0:76 超電磁ロボ コン・バトラーV"
"460","獣","confirmed","visual table 0:81 超獣機神ダンクーガ"
"484","士","confirmed","visual table 0:60 機動戦士ガンダム"
"477","神","confirmed","visual table 0:79 戦国魔神ゴーショーグン"
"479","人","confirmed","visual table 0:77 無敵超人 ザンボット3"
"486","流","confirmed","visual table 0:82 蒼き流星SPTレイズナー"
"419","森","confirmed","visual table 0:1"
"567","敵","confirmed","visual table 0:77 無敵超人 ザンボット3"
"578","機","confirmed","visual table 0:60 機動戦士ガンダム"
"589","武","confirmed","visual table 0:68 機動武闘伝"
"600","記","confirmed","visual table 0:69 新機動戦記"
"615","要","confirmed","visual UI context 空きページが必要です"
"621","無","confirmed","visual table 0:77 無敵超人 ザンボット3"
"767","逆","confirmed","visual table 0:90 逆襲のシャア"
"867","国","confirmed","visual table 0:79 戦国魔神ゴーショーグン"
"949","襲","confirmed","visual table 0:90 逆襲のシャア"
"1013","星","confirmed","visual table 0:82 蒼き流星SPTレイズナー"
"1052","蒼","confirmed","visual table 0:82 蒼き流星SPTレイズナー"
"686","押","confirmed","visual UI context Aボタンを押してください"
"1029","接","confirmed","visual UI context コントローラパックが接続されていません"
"1068","続","confirmed","visual UI context コントローラパックが接続されていません"
"1128","伝","confirmed","visual table 0:68 機動武闘伝"
"1130","電","confirmed","visual table 0:76 超電磁ロボ コン・バトラーV"
"1239","魔","confirmed","visual table 0:79 戦国魔神ゴーショーグン"
"1420","磁","confirmed","visual table 0:76 超電磁ロボ コン・バトラーV"
"1461","聖","confirmed","visual table 0:80 聖戦士ダンバイン"
"1876","六","confirmed","visual table 0:83 六神合体ゴッドマーズ"
"1898","鋼","confirmed","visual table 0:78 無敵鋼人 ダイターン3"
"83","ぁ","confirmed","visual 8x14 kana chart"
"84","ぃ","confirmed","visual 8x14 kana chart"
"85","ぅ","confirmed","visual 8x14 kana chart"
"86","ぇ","confirmed","visual 8x14 kana chart"
"87","ぉ","confirmed","visual 8x14 kana chart"
"88","っ","confirmed","visual 8x14 kana chart; UI context せってい"
"89","ゃ","confirmed","visual 8x14 kana chart; text context 射撃=しゃげき"
"90","ゅ","confirmed","visual 8x14 kana chart; text context 集束M=しゅうそくM"
"91","ょ","confirmed","visual 8x14 kana chart; debug text context 座標/表示"
"93","ぎ","confirmed","visual 8x14 kana chart"
"94","ぐ","confirmed","visual 8x14 kana chart"
"95","げ","confirmed","visual 8x14 kana chart"
"96","ご","confirmed","visual 8x14 kana chart"
"97","ざ","confirmed","visual 8x14 kana chart"
"98","じ","confirmed","visual 8x14 kana chart"
"99","ず","confirmed","visual 8x14 kana chart"
"100","ぜ","confirmed","visual 8x14 kana chart"
"101","ぞ","confirmed","visual 8x14 kana chart"
"103","ぢ","confirmed","visual 8x14 kana chart"
"104","づ","confirmed","visual 8x14 kana chart"
"106","ど","confirmed","visual 8x14 kana chart"
"107","ば","confirmed","visual 8x14 kana chart"
"108","び","confirmed","visual 8x14 kana chart"
"109","ぶ","confirmed","visual 8x14 kana chart"
"110","べ","confirmed","visual 8x14 kana chart"
"111","ぼ","confirmed","visual 8x14 kana chart"
"112","ぱ","confirmed","visual 8x14 kana chart"
"113","ぴ","confirmed","visual 8x14 kana chart"
"114","ぷ","confirmed","visual 8x14 kana chart"
"115","ぺ","confirmed","visual 8x14 kana chart"
"116","ぽ","confirmed","visual 8x14 kana chart"
"119","ウ","confirmed","visual 8x14 kana chart"
"120","エ","confirmed","visual 8x14 kana chart"
"122","カ","confirmed","visual 8x14 kana chart"
"123","キ","confirmed","visual 8x14 kana chart"
"125","ケ","confirmed","visual 8x14 kana chart"
"127","サ","confirmed","visual 8x14 kana chart"
"130","セ","confirmed","visual 8x14 kana chart"
"131","ソ","confirmed","visual 8x14 kana chart"
"133","チ","confirmed","visual 8x14 kana chart"
"134","ツ","confirmed","visual 8x14 kana chart"
"135","テ","confirmed","visual 8x14 kana chart"
"138","ニ","confirmed","visual 8x14 kana chart"
"139","ヌ","confirmed","visual 8x14 kana chart"
"140","ネ","confirmed","visual 8x14 kana chart"
"141","ノ","confirmed","visual 8x14 kana chart"
"142","ハ","confirmed","visual 8x14 kana chart"
"143","ヒ","confirmed","visual 8x14 kana chart"
"144","フ","confirmed","visual 8x14 kana chart"
"145","ヘ","confirmed","visual 8x14 kana chart"
"146","ホ","confirmed","visual 8x14 kana chart"
"148","ミ","confirmed","visual 8x14 kana chart"
"150","メ","confirmed","visual 8x14 kana chart"
"151","モ","confirmed","visual 8x14 kana chart"
"152","ヤ","confirmed","visual 8x14 kana chart"
"153","ユ","confirmed","visual 8x14 kana chart"
"154","ヨ","confirmed","visual 8x14 kana chart"
"160","ワ","confirmed","visual 8x14 kana chart"
"161","ヲ","confirmed","visual 8x14 kana chart"
"163","ァ","confirmed","visual 8x14 kana chart"
"164","ィ","confirmed","visual 8x14 kana chart"
"165","ゥ","confirmed","visual 8x14 kana chart"
"166","ェ","confirmed","visual 8x14 kana chart"
"167","ォ","confirmed","visual 8x14 kana chart"
"170","ュ","confirmed","visual 8x14 kana chart"
"173","ギ","confirmed","visual 8x14 kana chart"
"180","ゼ","confirmed","visual 8x14 kana chart"
"181","ゾ","confirmed","visual 8x14 kana chart"
"183","ヂ","confirmed","visual 8x14 kana chart"
"184","ヅ","confirmed","visual 8x14 kana chart"
"185","デ","confirmed","visual 8x14 kana chart"
"189","ブ","confirmed","visual 8x14 kana chart"
"190","ベ","confirmed","visual 8x14 kana chart"
"193","ピ","confirmed","visual 8x14 kana chart"
"194","プ","confirmed","visual 8x14 kana chart"
"196","ポ","confirmed","visual 8x14 kana chart"
"390","熱","confirmed","visual/context 熱血/爆熱"
"391","血","confirmed","visual/context 熱血/赤き血/血祭り"
"404","補","confirmed","visual/context 補正/補給"
"413","愛","confirmed","visual/context 愛"
"417","跡","confirmed","visual/context 足跡/追跡/夢の跡"
"422","東","confirmed","visual/context 東方不敗/中東"
"448","司","confirmed","visual/context 司令官/司馬"
"463","元","confirmed","visual/context 元/足元/地球大元帥"
"466","炎","confirmed","visual/context 火炎放射器"
"494","伊","confirmed","visual/context 伊達"
"506","豹","confirmed","visual/context 豹馬"
"554","五","confirmed","visual/context 五飛"
"565","示","confirmed","visual/context 表示"
"594","資","confirmed","visual/context 資金/資質/物資"
"662","囲","confirmed","visual/context 範囲/包囲/囲い込め"
"669","遺","confirmed","visual/context 遺跡/遺物/遺志"
"677","衛","confirmed","visual/context 防衛/衛星/親衛隊"
"696","家","confirmed","visual/context 国家/公爵家"
"699","火","confirmed","visual/context 火炎放射器/消火/戦火"
"710","皆","confirmed","visual/context 皆様/皆殺し"
"717","拡","confirmed","visual/context 拡散粒子弾/拡散バズーカ"
"724","楽","confirmed","visual/context 楽しみ/楽に"
"740","簡","confirmed","visual/context 簡単"
"742","観","confirmed","visual/context 観念/観測"
"750","揮","confirmed","visual/context 指揮/指揮官"
"772","救","confirmed","visual/context 救出/救助/救われた"
"779","拠","confirmed","visual/context 拠点/占拠"
"795","興","confirmed","visual/context 興味/復興"
"799","局","confirmed","visual/context 結局/中継局"
"827","拳","confirmed","visual/context 石破天驚拳/シャッフル同盟拳"
"841","己","confirmed","visual/context 自己/己"
"848","護","confirmed","visual/context 援護"
"877","混","confirmed","visual/context 混乱"
"894","散","confirmed","visual/context 散開/生命、散って/拡散"
"897","仕","confirmed","visual/context 仕方/仕掛ける/仕留める"
"903","志","confirmed","visual/context 同志/意志/遺志"
"916","似","confirmed","visual/context 真似"
"957","術","confirmed","visual/context 戦術"
"966","傷","confirmed","visual/context 負傷/損傷/手傷"
"988","織","confirmed","visual/context 組織"
"993","侵","confirmed","visual/context 侵入"
"1083","達","confirmed","visual/context 到達/俺達/伊達"
"1118","弟","confirmed","visual/context 弟/兄弟"
"1124","天","confirmed","visual/context 天馬/天王/石破天驚拳"
"1127","点","confirmed","visual/context 地点/拠点"
"1143","到","confirmed","visual/context 到達/到着"
"1157","難","confirmed","visual/context 避難/難題/難しい"
"1217","片","confirmed","visual/context 片づける/片付く/破片"
"1221","保","confirmed","visual/context 確保/保つ"
"1247","民","confirmed","visual/context 市民/民意"
"1248","務","confirmed","visual/context 任務"
"1276","余","confirmed","visual/context 余裕/余計"
"1308","労","confirmed","visual/context 苦労/ご苦労様"
"1312","腕","confirmed","visual/context 腕/腕部"
"1497","姿","confirmed","visual/context 姿/姿勢"
"1600","継","confirmed","visual/context 継続/後継機"
"1752","陛","confirmed","visual/context 陛下"
"389","鉄","confirmed","visual/context 鉄壁/メカ鉄甲鬼"
"405","給","confirmed","visual/context 補給"
"934","弱","confirmed","visual/context 弱点/弱い"
"214","＝","confirmed","visual/context name separator アル＝イー＝クイス"
"380","察","confirmed","visual/context 偵察/観察/国際警察機構"
"382","速","confirmed","visual/context 加速/速射"
"394","幸","confirmed","visual/context 幸運/幸せ"
"399","魂","confirmed","visual/context 熱き魂/魂よ"
"400","隠","confirmed","visual/context 隠れ身/隠し腕/逃げ隠れ"
"427","式","confirmed","visual/context 百式/有線式"
"443","剣","confirmed","visual/context 剣攻撃/真・流星胡蝶剣/銃剣"
"452","鈴","confirmed","visual/context 銀鈴"
"468","球","confirmed","visual/context 地球/月は地球だ"
"551","二","confirmed","visual/context 二段返し/二連装"
"575","MAP","confirmed","visual special glyph MAP weapon marker"
"607","段","confirmed","visual/context 二段返し/手段"
"663","威","confirmed","visual/context 脅威/威力/威嚇/示威"
"714","害","confirmed","visual/context 被害/障害"
"745","顔","confirmed","visual/context 顔に書いてある/顔を見る"
"775","究","confirmed","visual/context 研究"
"821","警","confirmed","visual/context 警告/警戒/国際警察機構"
"825","嫌","confirmed","visual/context 嫌い/ご機嫌"
"826","建","confirmed","visual/context 建物/建設/再建"
"830","研","confirmed","visual/context 研究"
"871","込","confirmed","visual/context 差し込む/読み込み/突っ込む"
"872","頃","confirmed","visual/context その頃/今頃/終わる頃"
"874","困","confirmed","visual/context 困る/困らせる"
"885","細","confirmed","visual/context 小細工/DG細胞/単細胞"
"886","際","confirmed","visual/context 実際/国際警察機構/侵略を受けた際"
"896","賛","confirmed","visual/context 賛成"
"902","姉","confirmed","visual/context お姉ちゃん/姉さん"
"920","治","confirmed","visual/context 自治/治安"
"930","謝","confirmed","visual/context 感謝"
"952","従","confirmed","visual/context 従う/従順/従える"
"970","承","confirmed","visual/context 承知"
"985","常","confirmed","visual/context 異常/正常"
"990","触","confirmed","visual/context 触手/触れる"
"1023","昔","confirmed","visual/context 昔の記憶/昔の知り合い"
"1027","赤","confirmed","visual/context 赤子/真っ赤"
"1061","息","confirmed","visual/context 安息/息の根/息子/一息"
"1084","奪","confirmed","visual/context 奪いとる/強奪/奪われた"
"1133","渡","confirmed","visual/context 引導を渡す"
"1139","投","confirmed","visual/context 投下/投げキッス/投降"
"1150","導","confirmed","visual/context 導く/引導/指導"
"1180","反","confirmed","visual/context 反対"
"1193","標","confirmed","visual/context 目標"
"1210","文","confirmed","visual/context 文句"
"1222","捕","confirmed","visual/context 捕捉/捕まえた"
"1229","法","confirmed","visual/context 拳法/戦法/方法/正攻法"
"1231","邦","confirmed","visual/context 連邦軍"
"1232","亡","confirmed","visual/context 死亡/亡き者/亡くなる"
"1249","娘","confirmed","visual/context ドーリアンの娘/さやかの娘"
"1263","測","confirmed","visual/context 予測"
"1272","裕","confirmed","visual/context 余裕"
"1281","容","confirmed","visual/context 容赦"
"1288","略","confirmed","visual/context 侵略/攻略"
"1297","反","confirmed","visual/context 反陽子"
"1372","白","confirmed","visual/context 面白い/面白味"
"1374","悲","confirmed","visual/context 悲しみ/悲しき"
"1397","良","confirmed","visual/context 良い/良かった/良き"
"1418","斬","confirmed","visual/context オーラ斬り"
"1597","還","confirmed","visual/context 帰還"
"1630","統","confirmed","visual/context 統一/系統/伝統"
"851","功","confirmed","visual/context 成功"
"861","紅","confirmed","visual/context 新鮮な紅茶 + external move-name context 帰山笑紅塵"
"384","根","confirmed","visual/context 息の根/根性"
"491","北","confirmed","visual/context 敗北条件/北条真吾/南原ちずる"
"509","南","confirmed","visual/context 南原ちずる/南無三/南方"
"512","十","confirmed","visual/context 十分/十傑集/十二王方牌"
"520","級","confirmed","visual/context 超級覇王電影弾/A級市民/第一級"
"521","工","confirmed","visual/context 細工/工作/工作員"
"527","衝","confirmed","visual/context 衝撃波/衝撃のアルベルト"
"530","波","confirmed","visual/context 衝撃波/熱波/第2波"
"620","有","confirmed","visual/context 有線/有効/有り得ない"
"632","能力","confirmed","visual UI preview/context ユニット能力/パイロット能力"
"674","影","confirmed","visual/context 影も形もない/影響/敵影/電影弾"
"763","議","confirmed","visual/context 会議/不思議/異議"
"796","響","confirmed","visual/context 影響/悪影響"
"798","業","confirmed","visual/context 作業/修業/自業自得"
"805","句","confirmed","visual/context 文句"
"833","厳","confirmed","corrected from 激; visual/context 厳しい/厳罰/尊厳"
"883","済","confirmed","visual/context 行動済み"
"927","赦","confirmed","visual/context 容赦"
"991","食","confirmed","visual/context 食い止める/食べる/食事"
"994","唇","confirmed","mr-blade scenario corpus/context 奪われた唇のおかえしよ"
"999","親","confirmed","visual/context 親/親衛隊/親切"
"1032","占","confirmed","visual/context 占領/占拠"
"1036","鮮","confirmed","visual/context 新鮮な紅茶"
"1048","操","confirmed","visual/context 操る/操縦/操作"
"1053","走","confirmed","visual/context 走れ/走って/脱走兵"
"1063","束","confirmed","visual/context 集束/収束"
"1100","茶","confirmed","visual/context お茶/無茶"
"1119","抵","confirmed","visual/context 抵抗"
"1137","怒","confirmed","visual/context 怒り/怒らせる"
"1163","納","confirmed","visual/context 納得/格納庫"
"1166","覇","confirmed","visual/context 超級覇王電影弾/天馬覇王/武機覇拳流"
"1173","生","confirmed","visual/context 先生"
"1274","遊","confirmed","visual/context 遊び/遊んで"
"1292","領","confirmed","visual/context 占領軍/占領した"
"1386","胞","confirmed","visual/context DG細胞/単細胞"
"1398","論","confirmed","visual/context 異論/結論/正論/方法論"
"1404","液","confirmed","visual attack preview/context 溶解液"
"1407","荷","confirmed","visual/context 集束荷電粒子砲/負荷"
"1414","胡","confirmed","visual/context 真・流星胡蝶剣"
"1421","錫","confirmed","attack list/context 錫杖"
"1422","杖","confirmed","attack list/context 錫杖"
"1425","雪","confirmed","visual/context 大雪山おろし/雪原"
"1431","蝶","confirmed","visual/context 真・流星胡蝶剣"
"1443","溶","confirmed","visual attack preview/context 溶解液"
"1551","傑","confirmed","visual/context 十傑集"
"1598","脚","confirmed","visual/context 無影脚/脚部"
"418","祈","confirmed","visual/context 祈り/祈る/祈って"
"434","黒","confirmed","visual/context 黒いガンダム/暗黒大将軍/黒騎士"
"525","亮","confirmed","visual/context 諸葛亮孔明/司馬亮/亮ーっ"
"524","葛","confirmed","visual/context 諸葛亮孔明/諸葛亮"
"526","孔","confirmed","visual/context 諸葛亮孔明/孔明"
"595","金","confirmed","visual/context 資金/超合金Z/金型"
"689","憶","confirmed","visual/context 記憶"
"748","喜","confirmed","visual/context 喜ぶ/お喜び/喜べない"
"776","西","confirmed","visual/context 西ニューヨーク/西日本地区"
"783","供","confirmed","visual/context 子供"
"794","脅","confirmed","visual/context 脅威/脅かす/脅して"
"797","驚","confirmed","visual/context 石破天驚拳"
"907","施","confirmed","visual/context 施設/実施"
"940","種","confirmed","visual/context 機種/人種/まいた種"
"950","住","confirmed","visual/context 住民/住んでいる"
"976","笑","confirmed","visual/context 笑止/笑わせるな"
"977","紹","confirmed","visual/context 紹介/自己紹介"
"1011","政","confirmed","visual/context 占領政策/行政官/行政区"
"1018","声","confirmed","visual/context 声/死神の声"
"1042","素","confirmed","visual/context 素人/素早い"
"1060","側","confirmed","visual/context 帝国側/ソフトウェア側"
"1066","属","confirmed","visual/context 属する/所属"
"1067","族","confirmed","visual/context 百鬼一族"
"1152","独","confirmed","visual/context 独立軍/独自/ジオン独立戦争"
"1188","疲","confirmed","visual/context 疲れた/お疲れさま"
"1198","怖","confirmed","visual/context 恐怖/怖く"
"1218","編","confirmed","visual/context 編入/編成"
"1253","模","confirmed","visual/context 模様"
"1289","留","confirmed","visual/context 残留/仕留める/留まる/留守"
"1336","希","confirmed","visual/context 希望"
"1344","誤","confirmed","visual/context 誤解/誤った"
"1348","識","confirmed","visual/context 意識/知識/常識"
"1556","罪","confirmed","visual/context 罪/犯罪"
"1582","燃","confirmed","visual/context 燃える/燃やす"
"1716","党","confirmed","visual/context 残党"
"1740","陽","confirmed","visual/context 反陽子/太陽/陽動"
"431","産","confirmed","visual/context 量産型/大量生産/財産/産物"
"439","暴","confirmed","visual/context 暴竜鬼/暴動/暴言"
"440","竜","confirmed","visual/context 暴竜鬼/竜王攻撃"
"543","兜","confirmed","visual/context 兜甲児"
"659","案","confirmed","visual/context 案じる/案内"
"785","共","confirmed","visual/context 共同戦線/共闘/共倒れ/クズ共"
"843","故","confirmed","visual/context 故障/事故/何故"
"880","差","confirmed","visual/context 差し込む/差し替える/戦力差"
"895","算","confirmed","visual/context 計算/誤算"
"900","史","confirmed","visual/context 歴史"
"924","質","confirmed","visual/context 質量/資質/人質/本質"
"944","周","confirmed","visual/context 周到/周囲/周り"
"951","充","confirmed","visual/context エネルギー充填"
"1034","潜","confirmed","visual/context 潜伏/潜入/潜る"
"1056","騒","confirmed","visual/context 騒ぎ/大騒ぎ"
"1070","損","confirmed","visual/context 損害/損傷"
"1073","打","confirmed","visual/context 打ち倒す/打ち合わせ/真打ち"
"1110","沈","confirmed","visual/context 沈む/沈める"
"1129","卿","confirmed","visual/context ローレンス卿/ショット卿/アラン卿"
"1219","辺","confirmed","visual/context 周辺/近辺/辺り"
"1223","歩","confirmed","visual/context 一歩/歩く"
"1250","迷","confirmed","visual/context 迷走/混迷/迷い"
"1324","末","confirmed","visual/context 始末/結末/末代"
"1332","幹","confirmed","visual/context 幹部"
"1388","眠","confirmed","visual/context 眠らない/眠る/眠り"
"1571","憎","confirmed","visual/context 憎悪/憎い/憎しみ"
"1591","裂","confirmed","visual/context 分裂/八つ裂き"
"1608","等","confirmed","visual/context 上等/対等/下等"
"1671","塞","confirmed","visual/context 要塞"
"1613","母","confirmed","visual/context 母ちゃん/母さん/お母様"
"1725","否","confirmed","visual/context 否定/拒否する"
"416","奇","confirmed","visual/context 奇跡/奇襲/奇異"
"464","帥","confirmed","visual/context 地球大元帥/OZ総帥"
"467","也","confirmed","visual/context 鉄也/剣鉄也"
"1148","働","confirmed","visual/context 働く/働きぶり/別働隊"
"492","条","confirmed","visual/context 条件/中条/三条"
"637","積","confirmed","visual/context 見積もり/積み込む/山積み"
"1179","抜","confirmed","visual/context 抜ける/抜く/間抜け"
"755","規","confirmed","visual/context 正規軍/規模"
"978","証","confirmed","visual/context 保証/証拠/証明"
"1164","脳","confirmed","visual/context 脳波/脳が痛い"
"638","極","confirmed","visual/context 積極的/究極/極限"
"828","権","confirmed","visual/context 権利/自治権"
"1351","処","confirmed","visual/context 対処/処理/処置/処分"
"1694","責","confirmed","visual/context 責任/無責任/責める"
"513","三","confirmed","visual/context 三条/三連星/三月"
"531","嵐","confirmed","visual/context 破嵐万丈/キリマンジャロの嵐"
"1105","張","confirmed","visual/context 張五飛/張れ/張り裂ける"
"1204","伏","confirmed","visual/context 降伏/潜伏/待ち伏せ"
"324","水","confirmed","visual/context 水平線/水中/明鏡止水"
"408","激","confirmed","visual/context 激闘/激戦/過激派"
"1595","嘘","confirmed","visual/context 嘘/嘘をつく"
"539","藤","confirmed","visual/context 藤原忍"
"1117","底","confirmed","visual/context 底力"
"1301","歴","confirmed","visual/context 歴史/歴戦"
"1742","抑","confirmed","visual/context 抑える"
"227","Ⅱ","confirmed","visual/context ザクⅡ/トールギスⅡ/ガンダムmkⅡ"
"406","挑","confirmed","visual/context 挑戦/挑発/挑む"
"538","雅","confirmed","visual/context 式部雅人/雅人"
"773","求","confirmed","visual/context 求める/追い求める"
"834","減","confirmed","visual/context 手加減/減らす/減った"
